province,kabupaten,flood_events_total,flood_deaths,flood_missing,flood_injured,flood_affected,flood_displaced,flood_houses_heavy,flood_houses_medium,flood_houses_light,flood_houses_flooded,year_first,year_last,years_active,flood_impact_score,flood_events_annual_avg,flood_frequency_category,forest_cover_2000_pct,forest_cover_2023_pct,forest_loss_pct,deforestation_rate_annual,palm_oil_pct,forest_to_palm_ratio,rainfall_annual_mean_mm,rainfall_wet_season_mm,rainfall_dry_season_mm,rainfall_extreme_days_avg,rainfall_max_daily_mm,rainfall_cv,island,flood_risk_label,flood_severity_index,deforestation_flood_product,palm_oil_flood_product,rainfall_flood_product,high_deforestation,high_palm_oil,high_extreme_rainfall,compound_risk_score,risk_category
Aceh,Aceh Utara,61.0,122,118,3,437472,253967,85,84,190,94641,2020,2025,6,109197.70000000001,10.166666666666666,Very High,32.96586775541206,6.593173551082412,26.37269420432965,1.1466388784491153,29.73005550524132,3.9153662569721304,2855.5166666666664,1947.0166666666667,908.5333333333333,18.5,85.98333333333333,0.243,Sumatra,1,0.3252434760801021,268.12239107735144,302.25556430328675,29.031086111111108,1,1,0,43.05265547094256,Medium
Aceh,Bener Meriah,96.0,31,23,13,178181,37695,25,81,115,29,2020,2025,6,22212.600000000002,16.0,Very High,49.17727190009511,47.69331338665241,1.4839585134426931,0.06451993536707361,3.43627902203139,0.0705698335774646,2527.8333333333335,1631.5,896.3166666666666,16.166666666666668,145.33333333333334,0.245,Sumatra,1,0.06615984802589135,23.74333621508309,54.98046435250224,40.44533333333334,0,0,0,28.040368420651767,Low
Aceh,Bireuen,48.0,24,11,0,60868,57453,35,13,22,9215,2020,2025,6,13644.3,8.0,High,48.93722471738247,15.075625757437543,33.86159895994493,1.4722434330410838,33.42736562379941,2.0793819244226883,2300.4666666666667,1494.2833333333335,806.1666666666666,12.833333333333334,145.36666666666667,0.2595,Sumatra,1,0.04063931347161833,270.8927916795594,267.4189249903953,18.403733333333335,1,1,0,39.86254331615555,Low
Aceh,Gayo Lues,52.0,6,2,0,27417,18470,1369,12,129,1811,2020,2025,6,4347.200000000001,8.666666666666666,Very High,42.68703435223519,21.300278699306652,21.386755652928535,0.9298589414316755,0.4295601926514525,0.019262548170073234,3042.0499999999997,1949.9833333333333,1092.0333333333333,21.666666666666668,168.51666666666668,0.299,Sumatra,0,0.012948060620465633,185.35188232538061,3.7228550029792546,26.36443333333333,1,0,1,32.884527855152534,Low
Aceh,Kota Banda Aceh,7.0,1,0,1,261,0,4,6,11,0,2020,2025,5,136.1,1.4,Low,23.845781420882002,4.7691562841764,19.0766251367056,0.8294184842045914,5.583127000579555,0.9677545078632928,3077.9,1921.0666666666668,1156.8333333333333,19.5,81.68333333333334,0.24566666666666667,Sumatra,0,0.00040537151510061013,26.70727519138784,7.8163778008113765,4.30906,0,0,0,18.04376929115657,Very Low
Aceh,Kota Langsa,40.0,2,0,0,228158,16,14,17,27,23188,2020,2025,5,34609.8,8.0,High,30.60311583210583,11.13078108362328,19.47233474848255,0.8466232499340238,51.14244452437831,4.215923457181279,2531.15,1661.3166666666666,869.9,19.666666666666668,133.08333333333334,0.2675,Sumatra,1,0.10308469554246215,155.7786779878604,409.1395561950265,20.249200000000002,0,1,0,42.82175600008379,Medium
Aceh,Kota Lhokseumawe,46.0,4,3,3,208626,24948,714,203,5,20005,2020,2025,5,31445.100000000002,9.2,High,51.872365791369226,48.02884765572203,3.8435181356471926,0.1671094841585736,36.4816793878959,0.744086005122297,2664.233333333333,1687.45,976.7833333333333,18.166666666666668,102.43333333333334,0.2625,Sumatra,1,0.09365869088530637,35.36036684795417,335.6314503686423,24.510946666666662,0,1,0,36.24291973211258,Low
Aceh,Kota Sabang,58.0,0,0,1,2984,36,21,18,63,539,2020,2025,5,577.9000000000001,11.6,Very High,35.4165152430942,12.64442296306001,22.772092280034194,0.9900909686971389,7.873300519879436,0.5770343341887803,3027.9666666666667,1916.95,1110.9833333333333,21.666666666666668,192.6,0.3016666666666667,Sumatra,0,0.0017212652356843692,264.15627044839664,91.33028603060146,35.12441333333333,1,0,1,37.8277305917579,Low
Aceh,Kota Subulussalam,25.0,1,3,0,71878,2481,8,103,26,10387,2020,2025,6,12631.3,4.166666666666667,Medium,43.55979756839332,8.711959513678664,34.84783805471466,1.515123393683246,37.23272050095268,3.833698075914836,2810.116666666667,1853.0666666666666,957.0500000000001,20.5,132.11666666666667,0.2545,Sumatra,1,0.037622110350406586,145.19932522797774,155.1363354206362,11.708819444444446,1,1,1,36.63753154165257,Low
Aceh,Nagan Raya,47.0,3,3,0,80184,8359,11,239,36,11837,2020,2025,6,14386.900000000001,7.833333333333333,High,37.29835439167367,20.421418395345174,16.876935996328495,0.7337798259273258,42.23352577681736,1.971555991175384,3023.5499999999997,1930.0666666666666,1093.5,20.0,175.01666666666665,0.24416666666666667,Sumatra,1,0.04285113483174848,132.2026653045732,330.82928525173594,23.684475,0,1,0,39.62146224310288,Low
Aceh,Pidie,21.0,1,0,0,139042,37751,105,16,108,20542,2020,2025,6,24275.2,3.5,Medium,65.61999044991902,29.44462902052463,36.175361429394385,1.5728418012780168,13.215649535547229,0.4340880464215127,2783.3333333333335,1840.5666666666666,942.75,16.333333333333332,99.38333333333333,0.24833333333333332,Sumatra,1,0.0723032667404139,126.61376500288034,46.2547733744153,9.741666666666667,1,0,0,27.96207636826068,Low
Aceh,Pidie Jaya,22.0,23,8,1821,164671,25027,3,10,5,19073,2020,2025,6,46913.600000000006,3.6666666666666665,Medium,38.81575248297571,9.840591306132943,28.975161176842768,1.2597896163844682,49.510902542447184,4.567177300968532,3287.2833333333333,2102.2000000000003,1185.1000000000001,24.166666666666668,148.4333333333333,0.28150000000000003,Sumatra,1,0.13973135276138124,106.24225764842348,181.539975988973,12.053372222222222,1,1,1,38.4730517664424,Low
Aceh,Simeulue,33.0,0,0,1,11123,526,10,3,6,2056,2020,2025,6,2150.3,5.5,High,21.075867518386584,4.215173503677317,16.860694014709267,0.7330736528134464,57.12480057141646,10.953576238860833,2951.0499999999997,1905.1666666666667,1045.8833333333332,20.0,123.85000000000001,0.24633333333333332,Sumatra,0,0.0064046316599621015,92.73381708090096,314.18640314279054,16.230774999999998,0,1,0,38.672741680600225,Low
Bali,Badung,62.958333333333336,4,3,2,106,0,69,70,81,33,2020,2025,6,597.1,10.493055555555555,Very High,17.258562944738507,3.4517125889477,13.806850355790807,0.6002978415561221,2.538036566465969,0.5701258820632696,1813.5166666666667,1312.45,501.05,12.0,97.48333333333333,0.25733333333333336,Bali & Nusa Tenggara,0,0.001778452106293713,144.87604783055494,26.631758693958886,19.029331134259255,0,0,0,29.776564248353736,Low
Bali,Bangli,30.958333333333332,13,0,22,2385,39,28,113,122,20,2020,2025,6,1768.5,5.159722222222222,High,24.57008753068058,4.9140175061361155,19.656070024544466,0.8546117401975855,0.0,0.0,1645.4166666666667,1214.2333333333333,431.18333333333334,11.166666666666666,100.43333333333332,0.25016666666666665,Bali & Nusa Tenggara,0,0.005267446910032543,101.41986130719819,0.0,8.489892939814816,0,0,0,20.869043229585564,Low
Bali,Buleleng,57.833333333333336,2,0,0,35,5,19,91,47,0,2020,2025,6,203.5,9.63888888888889,Very High,34.86283005250269,22.34054764307366,12.522282409429028,0.5444470612795229,0.7009926495341321,0.030033256299457595,1903.6666666666667,1407.2833333333335,496.3833333333334,12.5,110.13333333333334,0.2645,Bali & Nusa Tenggara,0,0.0006061212588021614,120.70088877977425,6.756790260787329,18.349231481481482,0,0,0,28.418043996323355,Low
Bali,Gianyar,23.458333333333332,12,0,9,0,0,23,12,4,0,2020,2025,5,1290.0,4.691666666666666,Medium,29.28535085814096,8.41798658969186,20.867364268449098,0.9072767073238738,0.4817297817263526,0.05114997533056733,2041.7166666666665,1514.2333333333333,527.5,11.0,161.26666666666668,0.2215,Bali & Nusa Tenggara,0,0.003842242869065298,97.90271735947368,2.2601155592661377,9.579054027777776,1,0,0,20.347308392632982,Low
Bali,Jembrana,49.325,8,0,12,64970,645,92,140,364,5927,2020,2025,6,10380.5,8.220833333333333,High,15.298076765281749,6.308619026788968,8.989457738492781,0.39084598863012093,1.9154021177020741,0.26207442345556264,1870.6666666666667,1399.2666666666667,471.40000000000003,15.166666666666666,113.33333333333333,0.25583333333333336,Bali & Nusa Tenggara,1,0.030918141164598702,73.90083382519273,15.746201575942468,15.37843888888889,0,0,0,25.936798962084463,Low
Bali,Karangasem,94.45833333333333,18,0,158,17302,14,669,234,855,54,2020,2025,6,5137.2,15.743055555555555,Very High,28.945013315916214,20.123574538518447,8.821438777397766,0.38354081640859855,1.5132674331133562,0.07163879533522799,1698.7666666666667,1296.25,402.51666666666665,10.5,112.05,0.25566666666666665,Bali & Nusa Tenggara,0,0.015301062067412597,138.8764007525051,23.823453269916516,26.74377800925926,0,0,0,27.399748491497668,Low
Bali,Klungkung,10.458333333333334,6,0,6,455,0,20,2,2,100,2020,2025,5,755.5,2.091666666666667,Low,26.164930592176486,8.353060648979149,17.811869943197337,0.7744291279651015,0.2979469061226476,0.03185555160012433,1885.9666666666665,1462.0833333333333,423.8666666666666,9.666666666666666,59.86666666666667,0.21283333333333332,Bali & Nusa Tenggara,0,0.0022502437888208006,37.25649463118776,0.6232056119732047,3.944813611111111,0,0,0,13.629158820600974,Very Low
Bali,Kota Denpasar,7.125,20,1,5,452,399,622,1413,210,74,2020,2025,4,2182.2,1.78125,Low,26.10112931842603,26.026542806031387,0.0745865123946432,0.0032428918432453567,0.7803281121624881,0.028872657437648514,1814.1166666666668,1327.7833333333335,486.3333333333333,11.666666666666666,104.58333333333333,0.24250000000000002,Bali & Nusa Tenggara,0,0.00649964526269325,0.1328572252029582,1.3899594497894319,3.2313953125,0,0,0,8.641069092870126,Very Low
Bali,Tabanan,19.125,4,0,2,343,125,9,11,0,53,2020,2025,6,480.8,3.1875,Medium,21.068054240826783,11.420703159619729,9.647351081207054,0.41945004700900235,0.0,0.0,1838.8500000000001,1371.7333333333333,467.15000000000003,15.5,154.58333333333334,0.25933333333333336,Bali & Nusa Tenggara,0,0.0014320545515089887,30.750931571347486,0.0,5.861334375,0,0,0,15.727538657695451,Very Low
Banten,Kota Cilegon,33.0,0,0,108,41089,2500,4,2,40,7021,2020,2025,6,8699.400000000001,5.5,High,8.31321962380468,1.6626439247609355,6.650575699043744,0.2891554651758149,4.503866065373549,1.6915014521808156,2123.733333333333,1499.25,624.4833333333332,16.166666666666668,58.28333333333333,0.2773333333333334,Jawa,1,0.02591101365515245,36.57816634474059,24.771263359554517,11.680533333333333,0,0,0,20.85725033716762,Low
Banten,Kota Serang,44.5,6,1,0,43346,8646,49,75,249,8350,2020,2025,6,9159.6,7.416666666666667,High,27.91031947043047,22.457256744404162,5.453062726026305,0.23708968374027412,5.805588621872198,0.24749648627421655,2291.5499999999997,1664.75,626.7833333333333,16.0,63.56666666666666,0.23216666666666666,Jawa,1,0.02728171146007016,40.443548551361765,43.058115612218806,16.995662499999998,0,0,0,24.587315973275942,Low
Banten,Kota Serang,44.5,6,1,0,43346,8646,49,75,249,8350,2020,2025,6,9159.6,7.416666666666667,High,27.91031947043047,22.457256744404162,5.453062726026305,0.23708968374027412,5.805588621872198,0.24749648627421655,2353.016666666667,1657.5166666666667,695.4833333333332,13.333333333333334,93.68333333333334,0.26133333333333336,Jawa,1,0.02728171146007016,40.443548551361765,43.058115612218806,17.45154027777778,0,0,0,23.47620486216483,Low
Banten,Kota Serang,44.5,6,1,0,43346,8646,49,75,249,8350,2020,2025,6,9159.6,7.416666666666667,High,9.376962862738951,1.8753925725477902,7.501570290191161,0.32615523000831137,1.1611515315323933,0.40382365267902715,2291.5499999999997,1664.75,626.7833333333333,16.0,63.56666666666666,0.23216666666666666,Jawa,1,0.02728171146007016,55.63664631891778,8.61187385886525,16.995662499999998,0,0,0,24.04075896994045,Low
Banten,Kota Serang,44.5,6,1,0,43346,8646,49,75,249,8350,2020,2025,6,9159.6,7.416666666666667,High,9.376962862738951,1.8753925725477902,7.501570290191161,0.32615523000831137,1.1611515315323933,0.40382365267902715,2353.016666666667,1657.5166666666667,695.4833333333332,13.333333333333334,93.68333333333334,0.26133333333333336,Jawa,1,0.02728171146007016,55.63664631891778,8.61187385886525,17.45154027777778,0,0,0,22.929647858829334,Low
Banten,Kota Tangerang,16.166666666666668,9,1,0,103749,11796,14,1005,4030,14781,2020,2025,6,18715.4,2.6944444444444446,Medium,5.981489372077191,1.1962978744154382,4.785191497661753,0.20805180424616318,7.380911251619957,3.360614849925329,2278.5,1631.1499999999999,647.35,18.0,100.66666666666667,0.25416666666666665,Jawa,1,0.05574349782302689,12.893432646477502,19.887455316864887,6.139291666666667,0,0,0,16.169674151092405,Very Low
Banten,Kota Tangerang,16.166666666666668,9,1,0,103749,11796,14,1005,4030,14781,2020,2025,6,18715.4,2.6944444444444446,Medium,5.981489372077191,1.1962978744154382,4.785191497661753,0.20805180424616318,7.380911251619957,3.360614849925329,2192.016666666667,1460.7333333333333,731.2833333333333,16.5,133.6,0.2725,Jawa,1,0.05574349782302689,12.893432646477502,19.887455316864887,5.90626712962963,0,0,0,15.544674151092405,Very Low
Banten,Kota Tangerang,16.166666666666668,9,1,0,103749,11796,14,1005,4030,14781,2020,2025,6,18715.4,2.6944444444444446,Medium,35.499344050175395,29.41561051185658,6.083733538318815,0.26451015383994847,2.3558769675886486,0.07745617884836746,2278.5,1631.1499999999999,647.35,18.0,100.66666666666667,0.25416666666666665,Jawa,1,0.05574349782302689,16.392282033803475,6.347779607113859,6.139291666666667,0,0,0,15.302978192281696,Very Low
Banten,Kota Tangerang,16.166666666666668,9,1,0,103749,11796,14,1005,4030,14781,2020,2025,6,18715.4,2.6944444444444446,Medium,35.499344050175395,29.41561051185658,6.083733538318815,0.26451015383994847,2.3558769675886486,0.07745617884836746,2192.016666666667,1460.7333333333333,731.2833333333333,16.5,133.6,0.2725,Jawa,1,0.05574349782302689,16.392282033803475,6.347779607113859,5.90626712962963,0,0,0,14.677978192281696,Very Low
Banten,Kota Tangerang Selatan,65.16666666666667,4,0,6,323103,2621,2,30,6,30173,2020,2025,6,47856.8,10.861111111111112,Very High,28.1351721736967,24.289493755866474,3.845678417830224,0.1672034094708793,3.454919869208259,0.13661482916821185,2121.3666666666663,1489.2166666666665,632.15,15.0,95.14999999999999,0.24966666666666668,Jawa,1,0.14254065778006525,41.76834059365605,37.524268579456376,23.040399074074074,0,0,0,28.267433492651133,Low
Banten,Lebak,51.166666666666664,22,4,79,75250,19421,1633,290,1543,13549,2020,2025,6,17489.5,8.527777777777777,Very High,10.094636748693116,2.9261253967069756,7.16851135198614,0.31167440660809304,3.1993027301752823,0.8148753304870717,2276.983333333333,1621.4166666666667,655.5666666666667,17.333333333333332,122.80000000000001,0.24100000000000002,Jawa,1,0.052092175704277155,61.131471807215135,27.282942726772543,19.417607870370368,0,0,0,27.228156865917438,Low
Banten,Pandeglang,58.166666666666664,6,0,17,190879,2988,471,766,2208,19423,2020,2025,6,29569.4,9.694444444444445,Very High,14.965243458838009,12.718560614168672,2.2466828446693365,0.09768186281171029,3.1371259496120545,0.22867748576858699,2178.8333333333335,1490.5166666666667,688.2666666666668,14.333333333333334,81.21666666666665,0.24833333333333332,Jawa,1,0.08807195061437166,21.78034202193329,30.412693233739084,21.122578703703706,0,0,0,26.819397451914927,Low
Banten,Serang,209.66666666666666,3,0,23,221742,15556,70,224,320,29246,2020,2025,6,37327.2,34.94444444444444,Very High,27.91031947043047,22.457256744404162,5.453062726026305,0.23708968374027412,5.805588621872198,0.24749648627421655,2291.5499999999997,1664.75,626.7833333333333,16.0,63.56666666666666,0.23216666666666666,Jawa,1,0.11117842482339084,190.554247481697,202.8730690643118,80.07694166666666,0,0,0,29.753982639942606,Low
Banten,Serang,209.66666666666666,3,0,23,221742,15556,70,224,320,29246,2020,2025,6,37327.2,34.94444444444444,Very High,27.91031947043047,22.457256744404162,5.453062726026305,0.23708968374027412,5.805588621872198,0.24749648627421655,2353.016666666667,1657.5166666666667,695.4833333333332,13.333333333333334,93.68333333333334,0.26133333333333336,Jawa,1,0.11117842482339084,190.554247481697,202.8730690643118,82.22486018518518,0,0,0,28.6428715288315,Low
Banten,Serang,209.66666666666666,3,0,23,221742,15556,70,224,320,29246,2020,2025,6,37327.2,34.94444444444444,Very High,9.376962862738951,1.8753925725477902,7.501570290191161,0.32615523000831137,1.1611515315323933,0.40382365267902715,2291.5499999999997,1664.75,626.7833333333333,16.0,63.56666666666666,0.23216666666666666,Jawa,1,0.11117842482339084,262.13820625168,40.5757951852153,80.07694166666666,0,0,0,29.207425636607113,Low
Banten,Serang,209.66666666666666,3,0,23,221742,15556,70,224,320,29246,2020,2025,6,37327.2,34.94444444444444,Very High,9.376962862738951,1.8753925725477902,7.501570290191161,0.32615523000831137,1.1611515315323933,0.40382365267902715,2353.016666666667,1657.5166666666667,695.4833333333332,13.333333333333334,93.68333333333334,0.26133333333333336,Jawa,1,0.11117842482339084,262.13820625168,40.5757951852153,82.22486018518518,0,0,0,28.096314525496002,Low
Banten,Tangerang,38.5,0,0,6,113170,294,126,43,208,19986,2020,2025,6,21370.0,6.416666666666667,High,5.981489372077191,1.1962978744154382,4.785191497661753,0.20805180424616318,7.380911251619957,3.360614849925329,2278.5,1631.1499999999999,647.35,18.0,100.66666666666667,0.25416666666666665,Jawa,1,0.06365017838133753,30.704978776662916,47.36084719789473,14.620375,0,0,0,23.61411859553685,Low
Banten,Tangerang,38.5,0,0,6,113170,294,126,43,208,19986,2020,2025,6,21370.0,6.416666666666667,High,5.981489372077191,1.1962978744154382,4.785191497661753,0.20805180424616318,7.380911251619957,3.360614849925329,2192.016666666667,1460.7333333333333,731.2833333333333,16.5,133.6,0.2725,Jawa,1,0.06365017838133753,30.704978776662916,47.36084719789473,14.06544027777778,0,0,0,22.98911859553685,Low
Banten,Tangerang,38.5,0,0,6,113170,294,126,43,208,19986,2020,2025,6,21370.0,6.416666666666667,High,35.499344050175395,29.41561051185658,6.083733538318815,0.26451015383994847,2.3558769675886486,0.07745617884836746,2278.5,1631.1499999999999,647.35,18.0,100.66666666666667,0.25416666666666665,Jawa,1,0.06365017838133753,39.0372902042124,15.116877208693829,14.620375,0,0,0,22.747422636726142,Low
Banten,Tangerang,38.5,0,0,6,113170,294,126,43,208,19986,2020,2025,6,21370.0,6.416666666666667,High,35.499344050175395,29.41561051185658,6.083733538318815,0.26451015383994847,2.3558769675886486,0.07745617884836746,2192.016666666667,1460.7333333333333,731.2833333333333,16.5,133.6,0.2725,Jawa,1,0.06365017838133753,39.0372902042124,15.116877208693829,14.06544027777778,0,0,0,22.122422636726142,Low
Bengkulu,Bengkulu Selatan,14.0,0,0,0,4215,0,8,19,125,692,2020,2025,6,767.5,2.3333333333333335,Low,50.19765588496847,15.81578142364075,34.38187446132772,1.4948641070142485,5.260985782438361,0.3128600241581468,2158.6666666666665,1388.5166666666667,770.15,12.666666666666666,91.08333333333333,0.25466666666666665,Sumatra,0,0.0022859855829516404,80.22437374309801,12.275633492356176,5.036888888888889,1,0,0,21.574253228452353,Low
Bengkulu,Bengkulu Tengah,14.25,0,0,1,13805,0,8,0,33,1769,2020,2025,5,2275.0,2.85,Low,18.590867738314472,3.718173547662893,14.872694190651579,0.6466388778544164,35.93969346466372,7.617289423884405,3009.5166666666664,1964.3333333333333,1045.2166666666667,17.5,140.86666666666667,0.21183333333333332,Sumatra,0,0.0067760484706384135,42.387178443357,102.42812637429161,8.5771225,0,1,0,26.43839829002807,Low
Bengkulu,Bengkulu Utara,23.25,3,0,0,21700,75,10,29,35,3362,2020,2025,6,4151.0,3.875,Medium,50.009857006917535,20.852478492953825,29.15737851396371,1.2677121093027701,16.399505568430182,0.7504643271342464,2990.7833333333333,1970.0166666666664,1020.7833333333333,21.333333333333332,136.33333333333334,0.22933333333333336,Sumatra,0,0.012363682286426397,112.98484174160937,63.54808407766696,11.589285416666666,1,0,1,29.48597883518555,Low
Bengkulu,Kaur,15.5,12,0,1,25155,185,1,2,1,2644,2020,2024,5,5047.5,3.1,Medium,49.64507394322007,21.128204263635894,28.516869679584175,1.2398638991123554,15.712971639472643,0.7100879697361777,3012.0833333333335,1952.3833333333332,1059.7,18.666666666666668,161.75,0.22883333333333333,Sumatra,0,0.015033892156284569,88.40229600671094,48.710212082365196,9.337458333333334,1,0,0,26.46108159152119,Low
Bengkulu,Kepahiang,32.0,4,0,0,2731,0,27,2,20,474,2020,2025,6,910.1,5.333333333333333,High,82.31549022289514,51.629495171953685,30.68599505094145,1.3341736978670196,6.173930055947028,0.11730931554207881,2443.3166666666666,1618.8999999999999,824.4166666666666,19.333333333333332,184.29999999999998,0.2305,Sumatra,0,0.002710717236539789,163.65864027168772,32.92762696505081,13.031022222222221,1,0,0,29.471503251491413,Low
Bengkulu,Kota Bengkulu,28.25,0,0,2,50363,4043,49,111,84,13360,2020,2025,6,11736.3,4.708333333333333,Medium,71.14285508564856,65.43265390038329,5.710201185265269,0.2482696167506639,33.692677170646085,0.5071704228641646,3027.2833333333333,1936.0,1091.3,19.333333333333332,176.08333333333334,0.24183333333333334,Sumatra,1,0.03495636820481477,26.885530580623975,158.63635501179198,14.253459027777778,0,1,0,27.60845187046332,Low
Bengkulu,Lebong,8.0,0,0,1,15480,0,82,0,268,2990,2020,2025,6,3053.0,1.3333333333333333,Low,58.131072172676596,44.82725221540446,13.303819957272143,0.5784269546640062,45.74169207484904,0.9981329855834853,2578.883333333333,1743.3999999999999,835.5,16.0,120.60000000000001,0.238,Sumatra,0,0.00909330812345454,17.73842660969619,60.988922766465386,3.438511111111111,0,1,0,24.75990233922724,Low
Bengkulu,Muko Muko,12.0,0,0,0,7220,1145,2,0,2,1577,2020,2025,6,1510.5,2.0,Low,,,,,,,,,,,,,Sumatra,0,0.0044989983362194825,0.0,0.0,0.0,0,0,0,4.0,Very Low
Bengkulu,Rejang Lebong,18.0,1,0,3,4050,0,7,7,16,45,2020,2023,4,557.5,4.5,Medium,53.25561853872997,18.39089661879609,34.86472191993388,1.5158574747797338,60.0,3.0942354641734546,3241.85,2154.15,1087.6833333333334,20.833333333333332,171.03333333333333,0.20966666666666667,Sumatra,0,0.0016605041856619408,156.89124863970244,270.0,14.588325,1,1,1,43.13997213153572,Medium
Bengkulu,Seluma,35.25,1,0,0,31902,100,29,21,399,6774,2020,2025,6,6677.200000000001,5.875,High,40.09223767994259,24.137071652232468,15.955166027710124,0.6937028707700054,12.209711407489534,0.48572528958062494,2986.433333333333,1911.9166666666667,1074.5166666666667,19.5,96.68333333333334,0.23433333333333337,Sumatra,1,0.019887925647537063,93.73660041279697,71.73205451900101,17.54529583333333,0,0,0,27.71397766018542,Low
